userId,age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,isVIP,isVerified,lastOnlineTs,lang_count,lang_fr,lang_de,countDetails,flirtstar,hasBirthday,distance,mobile,online,connectedToFacebook,locked,genderLooking,counts_fans,counts_g,isInfluencer,shareProfileEnabled,isfreshman,crypt,isSystemProfile,ISpicture,ISinsta2,ISemoji2,IS_lang_pt_es_en_it,nameN,cityN,locationCityN,locationCitySubN,countryN
50c65f97c76da1170400000a,21.0,4.0,10976.0,158.0,1.0,0.0,0.0,0.0,0.0,1430048824.0,1.0,0.0,1.0,0.88,0.0,0.0,135.0,1.0,1.0,0.0,0.0,M,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50c7bf0f1b0ba09307000014,22.0,5.0,1309.0,89.0,1.0,1.0,0.0,0.0,1.0,1428506926.0,1.0,0.0,1.0,0.81,0.0,0.0,140.0,1.0,1.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Luzern,Luzern,nan,CH
50c8b1ccc56da12b4e000008,26.0,1.0,1448.0,37.0,0.0,0.0,1.0,0.0,0.0,1428335788.0,1.0,0.0,1.0,0.35,0.0,0.0,309.0,1.0,1.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Stuttgart,Stuttgart,nan,DE
50ca3352ca61bef76e000033,23.0,19.0,31448.0,754.0,0.0,0.0,1.0,0.0,1.0,1429977254.0,1.0,0.0,1.0,0.81,0.0,0.0,81.0,1.0,0.0,0.0,0.0,M,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50cfc14b150ba0f5620001f7,20.0,8.0,7979.0,138.0,1.0,1.0,1.0,0.0,1.0,1429999436.0,2.0,0.0,1.0,0.96,0.0,0.0,179.0,1.0,0.0,0.0,0.0,M,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Other,Other,Other,nan,DE
50d5af6a1b0ba0096e000018,19.0,4.0,48980.0,2358.0,1.0,0.0,1.0,0.0,0.0,1430046292.0,1.0,0.0,1.0,0.62,0.0,0.0,167.0,1.0,1.0,0.0,0.0,M,28.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Other,Other,Other,nan,CH
50d89ab12d15de7c73000019,22.0,3.0,54332.0,1196.0,1.0,1.0,0.0,0.0,1.0,1430045892.0,0.0,0.0,0.0,0.81,0.0,0.0,162.0,1.0,1.0,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50da3a797acab1f041000000,20.0,28.0,33528.0,3679.0,0.0,1.0,0.0,0.0,1.0,1428506364.0,5.0,0.0,1.0,0.85,0.0,0.0,138.0,1.0,1.0,0.0,0.0,M,32.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Basel,Basel,nan,CH
50dd6cd8150ba0415a000027,22.0,11.0,6495.0,292.0,1.0,0.0,0.0,0.0,0.0,1428333037.0,4.0,1.0,1.0,0.62,0.0,0.0,77.0,1.0,1.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
50ddf34b140ba0c51e000000,23.0,30.0,11989.0,272.0,1.0,0.0,1.0,1.0,0.0,1430035491.0,1.0,0.0,1.0,1.0,0.0,0.0,95.6,1.0,0.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50e61f4c6f37f3454f000006,20.0,13.0,2844.0,35.0,1.0,0.0,1.0,0.0,0.0,1429479237.0,2.0,0.0,1.0,0.81,0.0,0.0,131.0,1.0,0.0,0.0,0.0,M,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
50e692676f37f3827d000034,20.0,1.0,27174.0,1306.0,1.0,0.0,0.0,0.0,1.0,1430049023.0,0.0,0.0,0.0,0.35,0.0,0.0,168.0,0.0,1.0,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Zurich,Other,nan,CH
50e9be370c84d3783600005f,25.0,11.0,4709.0,203.0,1.0,1.0,1.0,0.0,0.0,1429891256.0,1.0,0.0,1.0,0.81,0.0,0.0,76.1,1.0,0.0,0.0,0.0,M,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Berne,Other,nan,CH
50f141fcc76da1d728000134,21.0,21.0,20642.0,530.0,1.0,0.0,0.0,0.0,0.0,1428501593.0,3.0,0.0,1.0,0.85,0.0,0.0,80.1,1.0,0.0,0.0,0.0,M,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
50f3220f38a89c0a5b00004e,23.0,7.0,18216.0,301.0,1.0,1.0,1.0,0.0,0.0,1430047243.0,1.0,0.0,1.0,0.88,0.0,0.0,149.0,1.0,1.0,0.0,0.0,M,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Aarau,Other,nan,CH
50f445bb38a89cfb2300002a,19.0,7.0,9078.0,335.0,1.0,0.0,0.0,1.0,1.0,1430008067.0,1.0,0.0,1.0,0.69,0.0,0.0,188.0,1.0,0.0,0.0,0.0,M,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Freiburg im Breisgau,Freiburg,nan,DE
50f6eb85170ba0cd43000041,21.0,3.0,18187.0,772.0,0.0,0.0,1.0,0.0,1.0,1430001658.0,1.0,0.0,1.0,0.96,0.0,0.0,95.0,1.0,0.0,0.0,0.0,none,51.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50f8fa1a170ba0b3320000e6,24.0,6.0,17115.0,610.0,1.0,0.0,1.0,0.0,1.0,1428494131.0,4.0,1.0,1.0,0.85,0.0,0.0,140.0,0.0,0.0,0.0,0.0,M,13.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Luzern,nan,nan,CH
50f9099d90c8fd99540000e6,20.0,14.0,51560.0,6155.0,1.0,0.0,0.0,0.0,1.0,1430048865.0,1.0,0.0,1.0,0.92,0.0,0.0,175.0,1.0,1.0,0.0,0.0,M,18.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Other,Other,Other,nan,CH
50fa59cc7acab11d6a000094,23.0,20.0,23177.0,1194.0,0.0,0.0,1.0,0.0,1.0,1428491993.0,1.0,0.0,1.0,1.0,0.0,0.0,166.0,1.0,0.0,0.0,0.0,M,25.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,CH
50faaba538a89c18710000b0,23.0,1.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,1428335721.0,1.0,0.0,1.0,0.54,0.0,0.0,371.0,1.0,1.0,0.0,0.0,M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,DE
50fb18b97acab14f200001a2,20.0,13.0,4829.0,348.0,0.0,0.0,1.0,0.0,0.0,1430066440.0,1.0,0.0,1.0,1.0,0.0,0.0,198.0,1.0,0.0,0.0,0.0,M,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Other,Other,Other,nan,DE
50fc18d51c6988476800011b,20.0,4.0,31435.0,1978.0,1.0,1.0,1.0,0.0,0.0,1430042658.0,2.0,0.0,1.0,0.42,0.0,0.0,79.7,1.0,0.0,0.0,0.0,M,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
50fc37851d6988a7490000be,24.0,27.0,28159.0,638.0,1.0,1.0,0.0,0.0,0.0,1428770555.0,1.0,0.0,1.0,0.77,0.0,0.0,161.0,1.0,0.0,0.0,0.0,M,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Other,nan,DE
50fdb9d1170ba0524c000035,22.0,11.0,5550.0,450.0,0.0,1.0,0.0,0.0,0.0,1430074323.0,1.0,0.0,1.0,1.0,0.0,0.0,144.0,1.0,1.0,0.0,0.0,both,12.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Freiburg im Breisgau,L̦rrach,nan,DE
5102daf51e69880d1500010b,19.0,8.0,1255.0,52.0,1.0,1.0,0.0,0.0,0.0,1428269541.0,1.0,0.0,1.0,0.5,0.0,0.0,160.0,1.0,0.0,0.0,0.0,M,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Other,Other,Zug,nan,CH
51059c68190ba0f01c00001e,23.0,4.0,5177.0,467.0,1.0,1.0,1.0,0.0,1.0,1428503564.0,2.0,0.0,1.0,0.96,0.0,0.0,178.0,1.0,1.0,0.0,0.0,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,CH
5106db1a140ba0307e00016d,26.0,11.0,25845.0,1898.0,1.0,1.0,1.0,0.0,0.0,1428336958.0,5.0,0.0,1.0,0.73,0.0,0.0,302.0,1.0,1.0,0.0,0.0,M,34.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Other,Other,Other,nan,DE
